,Unnamed: 0,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,punctuation,upper
1360,6820,570232616755929088,positive,0.6768,,,Delta,,NBucketTV,,0,@JetBlue glad you like it. Feel free to steal it.,,2015-02-24 06:43:44 -0800,"Boston, MA",Eastern Time (US & Canada),0,0
1361,2346,569250623427780608,positive,0.3367,,0.0,United,,nyc2theworld,,0,@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.,,2015-02-21 13:41:39 -0800,One of the C-gates at EWR.,Eastern Time (US & Canada),0,0
1362,3048,568773648724525056,positive,1.0,,,United,,lskingdavis,,0,@united in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.,,2015-02-20 06:06:19 -0800,,,0,0
1363,12970,569971756498329600,positive,0.6498,,,American,,davidmacho,,0,@AmericanAir Thank you so much.,,2015-02-23 13:27:10 -0800,"ÜT: 41.498967,2.186957",Madrid,0,0
1364,8383,568432405482229760,positive,1.0,,,Delta,,HenRoc_,,0,@JetBlue you guys are lucky I love you,,2015-02-19 07:30:21 -0800,Where the food at,Quito,0,1
1365,1920,569520425312632832,positive,1.0,,,United,,JeremyAllynAmes,,0,"@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back.",,2015-02-22 07:33:45 -0800,"Medway, MA",Eastern Time (US & Canada),0,0
1366,7255,569736434803978240,positive,1.0,,,Delta,,mccormack_sean,,0,@JetBlue with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8,,2015-02-22 21:52:05 -0800,New York,Eastern Time (US & Canada),0,0
1367,7952,568932998051016704,positive,1.0,,,Delta,,greggweiss,,0,"@JetBlue I DM'd my confirmation code... Thanks again for your help! Mommy, daddy, and kids appreciate it!",,2015-02-20 16:39:31 -0800,"Hastings on Hudson, NY",Eastern Time (US & Canada),2,1
1368,8237,568569662717313024,positive,1.0,,,Delta,,thaniapeck,,0,@JetBlue thanks so much!! ❤️✨ very relaxing flight!,,2015-02-19 16:35:45 -0800,,Pacific Time (US & Canada),3,0
1369,7320,569671000486502400,positive,0.6368,,,Delta,,WyattTweets,,0,@JetBlue Thank you. Fingers crossed.,,2015-02-22 17:32:05 -0800,New York,Eastern Time (US & Canada),0,0
1370,9222,570054266267811840,positive,0.6727,,,US Airways,,Lucas_Henderson,,0,"@USAirways no worries, your flight attendant took care of it.",,2015-02-23 18:55:02 -0800,"Knoxville, TN",Quito,0,0
1371,8554,568171002208886784,positive,1.0,,,Delta,,HAbbott4,,0,@JetBlue Done! Also looks like you opened some up on my flight to Vegas on Sunday! 💙,,2015-02-18 14:11:37 -0800,NY,Eastern Time (US & Canada),2,0
1372,1267,569860371626004480,positive,1.0,,,United,,adamdpeterson,,0,@United I'd like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight,,2015-02-23 06:04:34 -0800,syracuse,Eastern Time (US & Canada),0,1
1373,7671,569364648576872448,positive,1.0,,,Delta,,ClassyMalick,,0,@JetBlue thank you thank you!  I finally set up the jetblue app!  Yay!,,2015-02-21 21:14:45 -0800,NY,,3,1
1374,12808,570014602903339008,positive,0.7007,,,American,,susan2312,,0,@AmericanAir Was not on board you today just watched report unfold on Twitter but still am very proud!,,2015-02-23 16:17:26 -0800,"Hants/Surrey, UK",London,1,0
1375,6352,568028183267639297,positive,0.3356,,0.0,Southwest,,CourtSnod,,0,@SouthwestAir de-icing is important!,,2015-02-18 04:44:07 -0800,Tennessee Original,Central Time (US & Canada),1,0
1376,6245,568100973966569472,positive,0.6581,,,Southwest,,dophin2009,,0,@southwestair#SWADiversity We are ready to be inspired! http://t.co/S3EsW5AgUm,,2015-02-18 09:33:21 -0800,,,1,0
1377,11915,570298744723415040,positive,0.6639,,,American,,SusieBarre,,0,@AmericanAir got another flight. Thanks you,,2015-02-24 11:06:31 -0800,,,0,0
1378,1928,569516736162050048,positive,1.0,,,United,,3speed,,0,@united thanks for leaving our 3 year old in his own row flight 360 LAX-IAD,,2015-02-22 07:19:05 -0800,wdc,Eastern Time (US & Canada),0,1
1379,7144,569925929713188864,positive,0.6696,,,Delta,,Cpaul91,,0,"@JetBlue lmfao, i love it",,2015-02-23 10:25:05 -0800,RVA-804\757,Hawaii,0,0
1380,8644,568087713972236289,positive,1.0,,,Delta,,SullyinVA,,0,@JetBlue had a great flight to Orlando from Hartford a few weeks ago! Was great to get out on time and arrive early!,,2015-02-18 08:40:40 -0800,"Stratford, CT",Eastern Time (US & Canada),2,0
1381,7922,568974096161234946,positive,1.0,,,Delta,,joel_betances,,0,@JetBlue thank you so much for your effort,,2015-02-20 19:22:50 -0800,new york,,0,0
1382,12351,570222414400860160,positive,1.0,,,American,,Rachelgaffney,,0,@AmericanAir thank you for replying. Trying to figure out how to get from there from DFW,,2015-02-24 06:03:12 -0800,"Dallas,Tx",Central Time (US & Canada),0,1
1383,7828,569223830759059458,positive,0.693,,,Delta,,ejhart6,,0,"@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app, web, etc. Still love u guys!",,2015-02-21 11:55:11 -0800,"Fullerton, CA",,1,2
1384,7704,569332001720967168,positive,1.0,,,Delta,,JummyTV,,0,@JetBlue @L_Burley11 -- the best!!!,,2015-02-21 19:05:01 -0800,"Washington, DC",Eastern Time (US & Canada),3,0
1385,1477,569705563287896064,positive,0.6629,,,United,,tiamariaroxs,,0,@united thank you!,,2015-02-22 19:49:25 -0800,,,1,0
1386,11181,568451849054851072,positive,1.0,,,US Airways,,JosephPMathews,,0,@USAirways #tbt every day.,,2015-02-19 08:47:36 -0800,San Francisco,Pacific Time (US & Canada),0,0
1387,12342,570224421194964992,positive,1.0,,,American,,chadstallion,,0,"@AmericanAir thank you AA, this is how I always start my vacations http://t.co/dzKc3auZU9","[33.8143379, -116.53572408]",2015-02-24 06:11:10 -0800,,Central Time (US & Canada),0,2
1388,436,568068214325784576,positive,1.0,,,Virgin America,,dreamerintexas,,0,@VirginAmerica #thankyou the DAL-AUS route makes my day!!!!,,2015-02-18 07:23:11 -0800,austin dallas chile london,Central Time (US & Canada),4,1
1389,14236,569649152696516608,positive,1.0,,,American,,hautetravelgirl,,0,@AmericanAir many trips coming up!  I will see you soon 😃,,2015-02-22 16:05:16 -0800,"Santa Monica, CA",,1,1
1390,14285,569641880276893697,positive,1.0,,,American,,Dawn_Davis,,0,"“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!",,2015-02-22 15:36:22 -0800,★ Chicago'ish ★,Central Time (US & Canada),2,0
1391,5894,568505615208693761,positive,1.0,,,Southwest,,MCarlucci,,0,"@SouthwestAir thanks for the b day concert I watched them all (and noticed the fist bump/high five at the end of the ""rock"" version)",,2015-02-19 12:21:15 -0800,SEA,Pacific Time (US & Canada),0,1
1392,465,567814795895787520,positive,1.0,,,Virgin America,,mynejas,,0,@VirginAmerica I love the dancing little richard. cool beans.,,2015-02-17 14:36:11 -0800,"Oakland, CA",Pacific Time (US & Canada),0,1
1393,2666,568964028669800448,positive,1.0,,,United,,AmaniHardrict,,0,@united Looking forward to flying with you guys as well !!,,2015-02-20 18:42:49 -0800,TRACK ,Atlantic Time (Canada),2,0
1394,10567,569176528338202624,positive,0.6888,,0.0,US Airways,,ooglek,,0,"@USAirways Stars aligned. Connecting flight was delayed into CLT. Made it! Thanks, glad to know someone is listening. Time for 80° in MoBay!",,2015-02-21 08:47:13 -0800,"Falls Church, VA",Eastern Time (US & Canada),2,1
1395,199,569262527281913857,positive,1.0,,,Virgin America,,JT_Magana,,0,@VirginAmerica I love your guy's song! We're dancing to it for our high school dance revue,,2015-02-21 14:28:57 -0800,,,1,1
1396,3998,567883674462588929,positive,1.0,,,United,,JCVersi,,0,@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!,,2015-02-17 19:09:53 -0800,Washington DC,London,1,0
1397,722,570122958695477248,positive,1.0,,,United,,urno12,,0,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,,2015-02-23 23:28:00 -0800,bonkers in Yonkers,New Delhi,0,0
1398,127,569652497947734017,positive,1.0,,,Virgin America,,JKF1897,,0,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue,,2015-02-22 16:18:33 -0800,,,0,1
1399,406,568189531033174016,positive,1.0,,,Virgin America,,iamDavidAustin,,0,@VirginAmerica great. Well deserved.,,2015-02-18 15:25:15 -0800,,Pacific Time (US & Canada),0,0
1400,5146,569309777567875075,positive,1.0,,,Southwest,,PeteGiovine,,0,@SouthwestAir I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA,,2015-02-21 17:36:42 -0800,,Alaska,1,2
1401,5869,568533372709908480,positive,0.6155,,0.0,Southwest,,MaryWallYall,,0,"@SouthwestAir I'm excited too, but perhaps you could scale your excitement back by a few weeks...",,2015-02-19 14:11:33 -0800,Chicago,Central Time (US & Canada),0,0
1402,14382,569623849752358912,positive,0.6779,,0.0,American,,mathardin,,0,"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife",,2015-02-22 14:24:43 -0800,Corpus Christi,,0,3
1403,13056,569950724983025665,positive,1.0,,,American,,Apas717,,0,@AmericanAir yes I have. Thanks,,2015-02-23 12:03:36 -0800,Jacksonville Florida,,0,1
1404,1604,569647413285265408,positive,1.0,,,United,,JennyLeeinDC,,0,@united Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN,,2015-02-22 15:58:21 -0800,DC,Eastern Time (US & Canada),1,1
1405,4022,567869009661665280,positive,1.0,,,United,,ShariKPalmer,,0,"@united be  ""Chicago's hometown airline"" care about your neighbors #SaveTheDiagonals #FlyQuiet #ORDNoise",,2015-02-17 18:11:37 -0800,,,0,0
1406,7875,569130620963696640,positive,0.7128,,,Delta,,triniluv81,,0,@JetBlue got it. Thanks,,2015-02-21 05:44:48 -0800,"Troy, NY",Eastern Time (US & Canada),0,0
1407,833,570058986025672704,positive,0.6702,,,United,,family6travels,,0,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,,2015-02-23 19:13:48 -0800,,,1,0
1408,14245,569646827567501312,positive,1.0,,,American,,HertzOnMyCouch,,0,@AmericanAir I'm great thanks keep up the good work,,2015-02-22 15:56:01 -0800,hertz's couch ,,0,0
1409,5858,568542364207325185,positive,0.3708,,0.0,Southwest,,campnhike75,,0,@SouthwestAir :( Thanks for the opportunity...,,2015-02-19 14:47:17 -0800,indiana,Hawaii,0,0
1410,8531,568187334111289344,positive,1.0,,,Delta,,shypoke1,,0,@JetBlue ok. I'll book JB to JFK then book to ATH. Thank you.,,2015-02-18 15:16:31 -0800,,Pacific Time (US & Canada),0,3
1411,12760,570033764044304385,positive,1.0,,,American,,maryella_green,,0,"@AmericanAir @maryella_green despite the inconvenience, the situation was handled quickly and we appreciate it very much!",,2015-02-23 17:33:34 -0800,Sassy southerner in Chicago,Central Time (US & Canada),1,0
1412,8211,568602933035601921,positive,0.6843,,,Delta,,SnappyKyle,,0,@JetBlue I LOVE JET BLUE!,,2015-02-19 18:47:58 -0800,10 ring,Pacific Time (US & Canada),1,4
1413,8783,567849376925618176,positive,0.6621,,,Delta,,DonnellyVJ,,0,@JetBlue That's great! Thank you.,,2015-02-17 16:53:36 -0800,,,1,0
1414,3772,568137238267047936,positive,1.0,,,United,,chrismackwpg,,0,@united all good! Next flight was a little delayed so it all worked 👍,,2015-02-18 11:57:27 -0800,,Central Time (US & Canada),1,0
1415,3664,568199122903293952,positive,0.6737,,0.0,United,,promostuff4u,,0,@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville,,2015-02-18 16:03:22 -0800,"Franklin, Tennessee",Central Time (US & Canada),0,0
1416,4776,569834388919328768,positive,0.6923,,0.0,Southwest,,erhone01,,0,@SouthwestAir have sent you a DM with the details. Thanks!,,2015-02-23 04:21:19 -0800,,New Caledonia,1,1
1417,2345,569251080598478848,positive,1.0,,,United,,alicekeeler,,0,So appreciated! @united,,2015-02-21 13:43:28 -0800,"Fresno, CA",,1,0
1418,6714,567722937545814018,positive,0.6834,,,Southwest,,christooma,,0,@SouthwestAir finally!,,2015-02-17 08:31:10 -0800,"Nashville, TN",Central Time (US & Canada),1,0
1419,4923,569644492040613888,positive,0.6807,,0.0,Southwest,,cyndibrown327,,0,@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :),,2015-02-22 15:46:45 -0800,,Eastern Time (US & Canada),0,1
1420,13384,569876837087580161,positive,1.0,,,American,,sfty1intx,,0,@AmericanAir  thanks hoping that by wed I can get back to DFW,,2015-02-23 07:10:00 -0800,,,0,2
1421,3321,568527517910319104,positive,0.6712,,0.0,United,,jeggers,,0,@united thanks for making sure they hear the message!,,2015-02-19 13:48:17 -0800,"BOS, SFO, NYC, ++",Eastern Time (US & Canada),1,0
1422,9269,570015223408668672,positive,0.3449,,0.0,US Airways,,maria_sangria,,0,@USAirways Thanks! Sent you DM re: baggage issues.,,2015-02-23 16:19:54 -0800,,Mountain Time (US & Canada),1,1
1423,8891,567769879759962112,positive,1.0,,,Delta,,shawnaldridge,,0,@JetBlue I will. I love flying with you all. Great service.,,2015-02-17 11:37:42 -0800,"Portland, OR",Pacific Time (US & Canada),0,2
1424,7827,569224171303145473,positive,0.6489,,,Delta,,Destructiff,,0,@jetblue offered me a complimentary drink for switching seats. Stewardess asked for my age &amp; I said 30. We giggled. #goodgenes #ilookyoung,,2015-02-21 11:56:32 -0800,NYC ,Atlantic Time (Canada),0,1
1425,3253,568568593262231552,positive,0.6701,,,United,,fatmanscoop,,0,"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU",,2015-02-19 16:31:30 -0800,Everywhere!,Eastern Time (US & Canada),1,2
1426,8018,568864286266814465,positive,1.0,,,Delta,,KaylaRose__,,0,@JetBlue I will. Thank you!,,2015-02-20 12:06:29 -0800,,Eastern Time (US & Canada),1,1
1427,10691,568970274303045634,positive,0.6953,,,US Airways,,greatservicenow,,0,@USAirways experience exceptional service from Cherry at #DenverAirport.  #GreatService. #professionalism,,2015-02-20 19:07:39 -0800,"Rhode Island-Concord, NC-DMV",,0,0
1428,6636,567750519402143745,positive,1.0,,,Southwest,,StarkTTT,,0,@SouthwestAir yes. Thank you. Oct 25-oct 31,,2015-02-17 10:20:46 -0800,Château d'If,Central Time (US & Canada),0,0
1429,14530,569603962233622528,positive,0.3646,,0.0,American,,agirlnamedfrank,,0,"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries",,2015-02-22 13:05:41 -0800,Brooklyn,Eastern Time (US & Canada),0,1
1430,7500,569563087964995584,positive,0.6667,,,Delta,,2littlebirds,,0,"“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!","[38.6485933, -121.11740707]",2015-02-22 10:23:16 -0800,LA CA USA,Pacific Time (US & Canada),4,0
1431,8107,568782407698149376,positive,1.0,,,Delta,,lunchforone,,0,@JetBlue perfect! Probably need some coffee to stay awake during the night ;),,2015-02-20 06:41:08 -0800,Germany ,Berlin,1,0
1432,10835,568834902365503488,positive,1.0,,,US Airways,,jamesheine1,,0,@USAirways i got through and am able to switch my flight with no charge. Thank you,,2015-02-20 10:09:43 -0800,,,0,0
1433,6435,567860982422306816,positive,0.6492,,,Southwest,,JavaySharane,,0,"@SouthwestAir Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month,will you all grant me 1 free trip",,2015-02-17 17:39:43 -0800,Atlanta,,2,2
1434,13757,569723205142880256,positive,0.6594,,0.0,American,,whyemes,,0,@AmericanAir Thanx for replying. DM sent,,2015-02-22 20:59:31 -0800,,,0,1
1435,3618,568231529823891456,positive,1.0,,,United,,pnjarich,,0,"@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here.",,2015-02-18 18:12:08 -0800,"ÜT: 38.006902,-78.502005",Quito,0,0
1436,4352,570293100326862849,positive,1.0,,,Southwest,,cheesensausage,,0,@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!,,2015-02-24 10:44:05 -0800,Eau Claire,,1,1
1437,9336,569978187465166848,positive,1.0,,,US Airways,,DanKolbet,,0,"@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos.",,2015-02-23 13:52:44 -0800,"Spokane, Washington",Pacific Time (US & Canada),0,0
1438,7999,568891974687830016,positive,1.0,,,Delta,,_stephanieejayy,,0,@JetBlue okay thanks. Hope to be flying with you guys soon!,,2015-02-20 13:56:30 -0800,,,1,0
1439,2625,568986700984283136,positive,1.0,,,United,,JesseLitsch,,0,@united awesome thank you very much for the help,,2015-02-20 20:12:55 -0800,,,0,0
1440,2570,569036254253346818,positive,1.0,,,United,,NoviceFlyer,,0,@united  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN,,2015-02-20 23:29:49 -0800,"Tulsa, OK",Central Time (US & Canada),0,0
1441,2342,569252801802592256,positive,1.0,,,United,,PalenMcDermott,,0,@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!,,2015-02-21 13:50:18 -0800,,Eastern Time (US & Canada),13,22
1442,2602,569007580925677568,positive,1.0,,,United,,jayasherguy,,1,.@united This flight attendant was extremely helpful to a woman who had a hard time walking. Very touching!,,2015-02-20 21:35:53 -0800,,Pacific Time (US & Canada),1,0
1443,5246,569234280632754176,positive,0.6429,,,Southwest,,DrMikeDevlin,,0,"@SouthwestAir THANK YOU. I left my iPad on a plane, filled out a lost and found form. Yall found it and shipped it back. Thank you #flySW",,2015-02-21 12:36:43 -0800,"Chicago, IL",Central Time (US & Canada),0,3
1444,273,568910590921609216,positive,1.0,,,Virgin America,,MaverickGamersX,,0,@VirginAmerica cutest salt and pepper shaker ever. Just when I think you guys can't get any better you just do! http://t.co/vC6Keulg2J,,2015-02-20 15:10:29 -0800,Follow/Retweet for giveaways!,,1,1
1445,558,570279720937529345,positive,1.0,,,United,,sundialtours,,0,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU",,2015-02-24 09:50:55 -0800,"Astoria, OR",Tijuana,1,0
1446,466,567813046811525120,positive,0.6803,,,Virgin America,,SimplyImplicit,,0,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.,,2015-02-17 14:29:14 -0800,"Los Angeles, CA",Central Time (US & Canada),0,2
1447,11551,568018287302447104,positive,1.0,,,US Airways,,atHomeinProv,,0,@USAirways Thx to gate agt John Pascucci for finding us a flight from CLT to PVD after our original one was Cancelled Flightled http://t.co/YiwLhQhZgp,,2015-02-18 04:04:47 -0800,"Providence, Rhode Island",Eastern Time (US & Canada),0,2
1448,5242,569236557367939072,positive,1.0,,,Southwest,,polaroiddragons,,1,@SouthwestAir I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons,,2015-02-21 12:45:45 -0800,Texas,Central Time (US & Canada),0,1
1449,3184,568610311487561728,positive,0.6679999999999999,,,United,,Jaytolchinsky,,0,@united that would be great - 1k us651621,,2015-02-19 19:17:17 -0800,,Central Time (US & Canada),0,0
1450,11663,567842366473834498,positive,1.0,,,US Airways,,PsuOhiofarmgirl,,0,@USAirways  thank you! Glad to be heading home! Great people at your call center!,,2015-02-17 16:25:44 -0800,,,3,0
1451,4609,569981679806365697,positive,0.6413,,,Southwest,,NikkiDan96,,0,@SouthwestAir thank you!,,2015-02-23 14:06:36 -0800,,,1,0
1452,8669,568045766280933377,positive,0.6663,,0.0,Delta,,noplasticshower,,0,Thanks @JetBlue. Next up we will see how the slog from JFK to the city goes!,,2015-02-18 05:53:59 -0800,planet earth,,1,1
1453,404,568195292803129345,positive,1.0,,,Virgin America,,mirandahaustin,,0,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!,,2015-02-18 15:48:09 -0800,"Austin, TX",Central Time (US & Canada),3,1
1454,2979,568809558786899968,positive,1.0,,,United,,ticopilot,,0,"@united as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive",,2015-02-20 08:29:01 -0800,"Washington, DC - USA",Eastern Time (US & Canada),0,1
1455,4537,570053254836416512,positive,1.0,,,Southwest,,mgkboone,,0,"@SouthwestAir Thanks for two smooth, safe and fast flights! #Boston #Houston #LUVSWA http://t.co/elhxUV0Uj1",,2015-02-23 18:51:01 -0800,"Houston, TX",,1,1
1456,7453,569596394819883008,positive,1.0,,,Delta,,OlivierGachot,,11,"@JetBlue what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!",,2015-02-22 12:35:37 -0800,Palo Alto CA,Pacific Time (US & Canada),1,3
1457,9072,570250443034640384,positive,0.7039,,0.0,US Airways,,yorkshire2002,,0,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing,,2015-02-24 07:54:35 -0800,Kentucky,Eastern Time (US & Canada),0,1
1458,7275,569700499319959553,positive,0.6535,,,Delta,,jabeblanchard,,0,"@JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!","[40.89343356, -74.29961359]",2015-02-22 19:29:18 -0800,Right Coast,Eastern Time (US & Canada),2,1
1459,10931,568777504368005120,positive,1.0,,,US Airways,,NicholasBSabin,,0,@USAirways I appreciate your prompt response.,,2015-02-20 06:21:39 -0800,"Wendell, NC",Eastern Time (US & Canada),0,1
1460,9145,570119853312311296,positive,1.0,,,US Airways,,GrahamHaigh,,0,"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",,2015-02-23 23:15:40 -0800,"Vancouver, Canada",Pacific Time (US & Canada),1,2
1461,12076,570298744723415040,positive,1.0,,,American,,SusieBarre,,0,@AmericanAir got another flight. Thanks you,,2015-02-24 11:06:31 -0800,,,0,0
1462,13446,569862827227402241,positive,1.0,,,American,,beebecathy,,0,@AmericanAir in miami and the  agents Rachel Wong and Marisol Pimentel were very  pleasant in a world of chaos a BIG .thank u,,2015-02-23 06:14:20 -0800,,,0,1
1463,4834,569689184958595072,positive,1.0,,,Southwest,,UnstoppableMika,,0,@SouthwestAir thank you!!,,2015-02-22 18:44:20 -0800,Pennsylvania,Atlantic Time (Canada),2,0
1464,4184,567790926857531393,positive,1.0,,,United,,Jamie_Fisher886,,0,@united thank you! 😊,,2015-02-17 13:01:20 -0800,Glasgow,London,1,0
1465,7206,569889139593646080,positive,1.0,,,Delta,,maite_rodrgz,,0,@JetBlue thanks! Calling right now!,,2015-02-23 07:58:53 -0800,Puerto Rico,Hawaii,2,0
1466,6348,568039503065174016,positive,1.0,,,Southwest,,benjikuriakose,,0,@SouthwestAir just did last night. Thanks for following up. :),,2015-02-18 05:29:05 -0800,"FL, US of A",Eastern Time (US & Canada),0,0
1467,8831,567810683485753344,positive,1.0,,,Delta,,vincenzolandino,,0,@JetBlue this makes me happy. I hope these aren't empty promises.,,2015-02-17 14:19:51 -0800,NYC | CT,Eastern Time (US & Canada),0,1
1468,12406,570198744907567106,positive,1.0,,,American,,vickky1319,,0,@AmericanAir Thank you.,,2015-02-24 04:29:09 -0800,Somewhere In The World...,Eastern Time (US & Canada),0,0
1469,2205,569316547673526272,positive,0.6997,,,United,,Mumon7,,0,@united Thanks for the upgrade- please try to get my company to approve more business class travel.,,2015-02-21 18:03:37 -0800,"Vancouver, WA",Pacific Time (US & Canada),0,0
1470,6415,567872810770657280,positive,1.0,,,Southwest,,dominoeffect01,,0,@SouthwestAir thanks for your assistance..you guys ROCK!!💯,,2015-02-17 18:26:43 -0800,New Orleans/Dallas,Central Time (US & Canada),2,1
1471,6337,568051605247021056,positive,1.0,,,Southwest,,JeanmeF,,0,@SouthwestAir Thanks for the info! Have a good day.,,2015-02-18 06:17:11 -0800,"Suffolk County, New York",Eastern Time (US & Canada),1,0
1472,11426,568124226135130112,positive,0.6556,,,US Airways,,AndrwM,,0,.@USAirways thanks!,,2015-02-18 11:05:45 -0800,"Greenville, SC",Eastern Time (US & Canada),1,0
1473,6237,568105106647838720,positive,0.6421,,,Southwest,,seanpetykowski,,0,"@SouthwestAir just added #passbook support to their iOS application! Finally, I get to add them to my collection. http://t.co/lEdNoCdQee","[30.43823709, -97.76632883]",2015-02-18 09:49:46 -0800,"Austin, TX",Central Time (US & Canada),1,1
1474,13733,569731189214351360,positive,1.0,,,American,,sebrown,,0,@AmericanAir gate agent Jan L at Phoenix was at least able to get my younger daughter seated near my wife. Thank you!,,2015-02-22 21:31:15 -0800,"Boston, MA USA",Eastern Time (US & Canada),1,1
1475,6,570300616901320704,positive,0.6745,,0.0,Virgin America,,cjmcginnis,,0,"@VirginAmerica yes, nearly every time I fly VX this “ear worm” won’t go away :)",,2015-02-24 11:13:57 -0800,San Francisco CA,Pacific Time (US & Canada),0,2
1476,6774,570287704728084480,positive,1.0,,,Delta,,MmmRubin,,0,@JetBlue flight 117. proud to fly Jet Blue!,,2015-02-24 10:22:38 -0800,,Eastern Time (US & Canada),1,0
1477,8224,568588936852799488,positive,0.6829999999999999,,0.0,Delta,,AmazingLaisha,,0,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30",,2015-02-19 17:52:21 -0800,✈️FL/NJ/NYC,Eastern Time (US & Canada),1,1
1478,5149,569306524155310080,positive,0.6768,,0.0,Southwest,,kolak_jason,,0,"@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh.",,2015-02-21 17:23:47 -0800,,Atlantic Time (Canada),3,0
1479,9670,569729663351832576,positive,1.0,,,US Airways,,abrykwall,,0,@USAirways Thank you. I'll do that next time!,,2015-02-22 21:25:11 -0800,RDU,Eastern Time (US & Canada),1,0
1480,6370,567912504656965632,positive,1.0,,,Southwest,,nick_manfredi,,0,@SouthwestAir @JohnWayneAir Thank you both very much!!,,2015-02-17 21:04:27 -0800,,Alaska,2,0
1481,3297,568544738032242688,positive,0.3548,,0.0,United,,TomWarrenburg,,0,@united ok thanks. I sent you a DM too. You can disregard that.,,2015-02-19 14:56:43 -0800,America's Dairyland,,0,2
1482,6789,570276843812732928,positive,1.0,,,Delta,,Sanr1ck,,0,@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!,,2015-02-24 09:39:29 -0800,US,Eastern Time (US & Canada),1,0
1483,5806,568582794340896768,positive,0.6667,,,Southwest,,NormaG348,,0,@SouthwestAir  I look forward to those direct flights to California to see my family more often. Thank you @MichaelBColeman #byebyeusairline,,2015-02-19 17:27:56 -0800,,,0,1
1484,6838,570208115205021696,positive,0.6811,,,Delta,,jannasaurusrex,,0,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame",,2015-02-24 05:06:23 -0800,central mass,,1,1
1485,19,570267956648792064,positive,1.0,,,Virgin America,,JNLpierce,,0,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,,2015-02-24 09:04:10 -0800,Boston | Waltham,Quito,7,3
