,sentimentScore_Vader,sentimentScore_TextBlob,upper,punctuation,hastags,airline_sentiment
5242,0.0,0.45,1,0,0,neutral
4380,0.1877,0.0,1,0,1,negative
3139,0.4404,0.24285714285714285,0,0,0,negative
6871,-0.2732,0.3333333333333333,3,0,0,neutral
868,0.6705,0.2,1,0,0,positive
1259,0.4199,0.0,1,1,0,positive
4719,0.3054,0.0,1,0,0,negative
3517,0.0314,0.0,1,0,0,negative
5939,0.0,0.0,1,1,0,neutral
4249,0.4767,0.2,2,0,0,negative
4605,0.0516,0.3,0,0,0,negative
3518,0.0,0.0,2,0,0,negative
6069,-0.2584,0.0,0,0,0,neutral
4341,0.7964,0.35,1,0,0,negative
2408,0.0,-0.2,0,0,0,negative
152,0.6249,0.8,0,0,2,positive
6993,0.0,0.0,0,0,0,neutral
1159,0.8818,0.625,0,2,0,positive
462,0.4404,0.3,1,0,0,positive
2054,0.8908,0.40499999999999997,0,1,0,positive
2932,0.3612,0.0,2,0,0,negative
4170,-0.5423,-0.5,1,0,1,negative
1139,0.9186,0.6333333333333334,0,0,5,positive
6308,0.3632,0.4,0,0,0,neutral
7087,0.0,0.1,0,0,0,neutral
4634,0.6486,0.2287878787878788,1,0,0,negative
6034,0.9739,0.5083333333333333,2,1,0,neutral
6845,0.0,0.0,0,0,0,neutral
4188,0.0,0.0,0,0,2,negative
5475,-0.34,0.0,0,0,0,neutral
2018,0.9151,0.9,2,1,0,positive
1687,0.7249,0.39531250000000007,3,3,0,positive
6772,0.0,0.5,0,0,0,neutral
3944,-0.2732,-0.5,1,0,0,negative
2047,0.9449,0.4166666666666667,0,2,0,positive
3164,-0.8911,-0.0625,0,0,0,negative
2428,-0.3228,-0.25,0,0,0,negative
369,0.0,0.0,2,2,0,positive
4185,0.8402,0.8,0,0,0,negative
5938,0.4019,0.1,2,0,0,neutral
5023,0.7096,0.4,2,0,0,neutral
3597,0.0,0.5,0,0,0,negative
2600,0.0,0.0,0,0,0,negative
5095,0.5719,0.35,0,0,2,neutral
6699,0.0,0.0,1,0,0,neutral
2906,-0.6325,-0.2178571428571429,0,0,0,negative
3264,0.5118,0.4791666666666667,0,0,0,negative
2791,-0.2144,-1.0,2,0,0,negative
4332,-0.7245,-0.7,0,0,0,negative
2110,0.6124,0.0,0,0,0,positive
3497,0.2144,0.0,2,0,0,negative
2124,0.4588,0.43333333333333335,0,0,0,positive
2196,0.6696,0.3125,0,1,0,positive
6319,0.8105,0.4,1,0,0,neutral
4801,0.1406,0.5,0,0,0,neutral
2293,0.7777,0.8,0,1,0,positive
5277,-0.4767,0.0,1,0,1,neutral
6781,-0.25,0.0,0,0,0,neutral
6974,0.0,0.0,1,0,0,neutral
1736,0.8058,0.20833333333333334,0,1,0,positive
5271,0.0,0.0,0,0,0,neutral
2908,0.3612,0.4,1,0,0,negative
3273,0.0,0.0,0,0,0,negative
4345,0.0,-0.4,1,2,1,negative
4948,0.4019,0.0,1,0,0,neutral
6969,0.1926,-0.75,0,0,1,neutral
3759,-0.6442,-0.019791666666666652,1,0,0,negative
5523,0.0,0.0,0,0,0,neutral
1419,0.4926,0.25,1,1,0,positive
6082,0.3182,0.35,0,0,0,neutral
886,0.8591,0.7,1,0,0,positive
6009,0.0,0.0,0,0,0,neutral
3300,0.0,-0.15,0,0,0,negative
740,0.3182,0.5,0,0,0,positive
1509,0.4926,0.1,0,1,0,positive
2798,-0.2244,0.0,2,1,0,negative
4778,0.0,0.0,0,0,0,neutral
4533,0.0,0.0,2,0,1,negative
4001,-0.2746,0.2,0,0,1,negative
5669,0.0,0.0,1,0,3,neutral
2646,-0.0772,-0.07500000000000001,3,0,0,negative
6322,0.0,0.0,1,0,0,neutral
4643,0.6249,0.65,1,0,0,negative
687,0.3818,0.8,1,0,0,positive
4081,0.049,-0.13333333333333333,2,0,0,negative
90,0.8872,0.19999999999999998,1,0,2,positive
5377,0.6189,0.0,1,1,0,neutral
5165,0.25,0.16,1,0,0,neutral
4572,0.0,0.546875,2,2,0,negative
5802,0.2846,0.3,2,0,0,neutral
506,0.8165,0.4375,1,2,0,positive
1944,0.8392,0.34375,2,3,3,positive
214,0.7712,1.0,0,1,0,positive
5578,0.1531,0.0,0,0,0,neutral
2552,0.5374,0.0,0,9,0,negative
6884,0.5562,0.3875,0,1,0,neutral
6723,0.0,0.0,0,0,0,neutral
5188,0.7461,0.4,0,0,1,neutral
6265,0.0,0.0,0,0,0,neutral
6859,0.0,0.0,2,0,0,neutral
2129,0.4215,0.8,0,0,0,positive
3669,0.0,0.0,0,0,0,negative
1959,0.5705,0.5,1,0,0,positive
2263,0.6588,0.25,1,1,0,positive
4714,0.5719,-0.025,0,0,0,negative
6063,0.0,0.0,0,0,0,neutral
4713,0.0,0.0,1,0,0,negative
319,0.7482,1.0,5,6,0,positive
581,0.2008,0.16499999999999998,1,0,0,positive
5441,0.0772,0.0,1,0,0,neutral
5103,0.0,0.0,0,0,0,neutral
1147,0.6249,1.0,1,0,0,positive
3940,-0.7762,0.0,0,6,1,negative
6320,0.0,0.0,0,0,0,neutral
103,0.6908,0.6,0,0,0,positive
2450,0.2263,-0.125,0,0,0,negative
3043,0.8689,0.4166666666666667,0,0,0,negative
1394,0.7964,0.6,0,0,0,positive
6377,0.0,0.0,0,0,0,neutral
6383,0.6124,0.2,1,0,0,neutral
1549,0.0,0.5,0,1,2,positive
2016,0.0,0.0,1,2,0,positive
1,0.8007,0.1127604166666667,2,3,0,positive
7040,0.2263,0.525,3,0,0,neutral
3487,0.0323,0.0,1,0,3,negative
587,0.4404,0.2,0,0,0,positive
5175,-0.7121,-0.37500000000000006,0,1,0,neutral
1063,0.5399,0.30357142857142855,0,2,0,positive
6728,0.69,0.125,0,1,0,neutral
2466,-0.2842,0.1,1,0,0,negative
2347,0.8741,1.0,2,3,0,positive
378,0.5927,0.2,0,0,0,positive
6540,0.0,0.0,0,0,0,neutral
2606,0.3939,0.0,0,0,0,negative
6268,0.0,0.0,0,0,0,neutral
2747,-0.1027,0.0,2,0,0,negative
4941,0.6705,0.8,0,0,1,neutral
385,0.7574,0.375,0,0,0,positive
926,0.0,0.13636363636363635,0,0,0,positive
1519,0.8402,0.8,1,0,0,positive
5567,0.0,0.0,1,0,0,neutral
4815,0.0,0.0,0,0,0,neutral
2013,0.6597,0.2916666666666667,0,0,0,positive
6605,0.4019,0.0,0,0,0,neutral
2241,0.5859,0.44999999999999996,0,0,0,positive
1715,0.4926,0.2333333333333333,2,1,1,positive
3903,0.0,-0.4,1,0,0,negative
3553,0.0772,0.0,0,0,0,negative
95,0.6369,0.0,0,0,0,positive
5829,0.5023,0.5,0,0,0,neutral
2213,0.6114,1.0,0,1,0,positive
2067,0.8439,1.0,0,1,2,positive
1988,0.9258,0.47333333333333333,1,2,0,positive
2902,0.0,0.0,1,1,1,negative
1445,0.3802,0.4375,0,1,0,positive
6071,-0.4767,-0.4,0,0,0,neutral
4310,-0.5719,0.0,0,0,0,negative
6330,0.7783,0.5,2,0,0,neutral
4601,-0.25,0.0,0,0,0,negative
4265,-0.2584,0.10000000000000002,0,0,2,negative
490,0.0,0.5,0,0,0,positive
1940,0.8926,0.5,0,3,0,positive
3524,0.0,0.32222222222222224,2,2,0,negative
6239,0.0,0.0,0,0,0,neutral
5933,0.4997,0.0,3,2,0,neutral
4128,0.0516,0.0,2,0,0,negative
830,0.802,0.5,0,0,0,positive
6857,-0.25,0.0,1,0,0,neutral
3066,0.1511,0.19166666666666665,0,1,0,negative
5899,0.6124,0.5,0,0,1,neutral
4632,0.1808,-0.2583333333333333,2,0,0,negative
3099,0.296,0.0,0,0,0,negative
4527,-0.4588,-1.0,0,0,0,negative
3081,-0.3506,-0.20833333333333331,0,0,0,negative
6380,0.0,0.0,0,0,0,neutral
2880,0.4198,-0.375,1,0,0,negative
4828,0.0,0.0,0,0,0,neutral
6437,0.0,-0.09375,0,0,1,neutral
746,0.8755,0.32999999999999996,1,0,0,positive
2358,0.8951,0.3190909090909091,0,3,0,positive
1217,0.4588,0.5,2,0,2,positive
2391,0.1695,0.45,3,0,0,negative
4342,0.0,0.25,5,1,0,negative
93,0.6492,0.2,0,0,0,positive
7067,0.2444,0.0,2,3,0,neutral
6044,-0.5423,0.041666666666666664,1,0,0,neutral
930,0.9134,0.32166666666666666,3,1,0,positive
6467,0.0,0.0,0,0,0,neutral
4130,-0.25,0.0,0,0,1,negative
6270,0.4738,0.0,1,2,0,neutral
248,0.4588,0.175,0,0,0,positive
1977,0.8374,0.7,1,2,0,positive
5729,0.5423,0.0,3,0,0,neutral
439,0.6696,1.0,1,1,1,positive
4991,0.6249,0.8,1,0,0,neutral
6718,-0.1027,0.0,1,0,0,neutral
4094,0.8494,0.26666666666666666,1,0,0,negative
6361,-0.3182,0.0,2,0,0,neutral
6980,-0.2263,-0.03125,2,0,0,neutral
5649,0.0,0.0,1,0,0,neutral
2995,0.4019,-0.125,0,0,0,negative
1887,0.7955,0.78125,0,2,0,positive
2651,-0.128,0.0,1,0,1,negative
6858,0.0,0.0,4,0,0,neutral
3787,-0.6249,-0.25,1,0,0,negative
4768,0.6369,0.2,0,0,0,neutral
4151,0.5423,0.0,1,0,0,negative
635,0.8904,0.25,1,3,0,positive
6624,0.0,0.35,1,0,0,neutral
2138,-0.1531,-0.24999999999999992,1,0,0,positive
6804,0.4767,0.0,3,0,0,neutral
5395,0.0772,0.0,1,0,0,neutral
6655,0.25,0.0,2,0,0,neutral
3285,-0.2411,-0.25,2,0,0,negative
1798,0.5859,0.25,3,0,0,positive
3268,0.0,0.0,2,0,1,negative
6646,0.5106,0.0,1,0,0,neutral
5869,0.0,0.0,2,0,0,neutral
348,0.5399,0.3125,0,2,2,positive
6085,0.624,0.41666666666666663,1,0,2,neutral
1076,0.6249,0.8,1,0,0,positive
6415,0.7263,0.475,0,1,0,neutral
4645,0.0,-0.08333333333333333,1,0,0,negative
2314,0.6908,0.4,1,0,0,positive
2714,-0.7339,-0.1729166666666667,1,2,0,negative
4807,0.1511,0.0,1,0,0,neutral
5701,0.0,0.0,2,0,0,neutral
5663,-0.6088,-0.0875,0,0,0,neutral
3730,-0.4215,-0.44999999999999996,1,0,0,negative
7014,0.3182,0.0,1,0,0,neutral
170,0.7156,0.5,7,6,0,positive
6356,0.4019,0.0,1,0,0,neutral
2515,0.0772,0.0,0,0,0,negative
1111,0.3991,0.625,1,1,0,positive
2874,-0.0088,-0.36666666666666664,4,0,0,negative
5422,-0.1935,0.25,1,0,0,neutral
56,-0.2621,0.5833333333333334,4,2,1,positive
6997,0.5267,0.0,2,0,0,neutral
5683,-0.34,0.1,4,0,0,neutral
3115,0.4939,0.4666666666666666,2,0,0,negative
618,0.2942,0.25,1,1,0,positive
384,0.0,0.16666666666666666,0,0,3,positive
6152,0.0,0.0,0,0,0,neutral
4516,0.0,0.0,0,0,0,negative
4428,0.0516,-0.125,0,0,0,negative
5258,0.5399,0.9375,0,2,0,neutral
571,0.6369,0.5,1,0,1,positive
4898,0.7783,0.8,2,0,0,neutral
739,0.9726,0.6849999999999999,0,1,0,positive
6596,0.0,0.0,0,0,0,neutral
13,0.6114,0.3125,1,0,0,positive
3983,0.0,0.325,2,1,0,negative
1055,0.4199,0.0,0,1,0,positive
4963,0.0,0.15000000000000002,0,0,0,neutral
3347,-0.0429,0.0,0,0,2,negative
2850,0.4574,0.0,0,1,0,negative
3882,0.0772,0.2,1,0,0,negative
386,0.4404,0.2,1,0,0,positive
5518,0.3612,0.0,0,0,0,neutral
417,0.765,0.26666666666666666,0,0,0,positive
6162,0.4404,0.13636363636363635,0,0,0,neutral
1514,0.4926,0.25,1,1,0,positive
4930,0.0,0.0,0,0,0,neutral
763,0.6249,1.0,0,0,0,positive
4440,-0.5256,-0.75,0,0,2,negative
4135,0.8556,0.22666666666666666,1,0,0,negative
2859,0.128,0.1875,0,0,0,negative
4330,0.0,0.0,0,0,0,negative
5429,0.0,0.0,0,0,0,neutral
4769,0.0772,0.0,1,0,0,neutral
6441,-0.1511,-0.625,1,1,0,neutral
178,0.807,0.19318181818181818,0,1,0,positive
7037,0.4404,0.05000000000000001,1,0,0,neutral
6921,0.0,0.0,0,0,0,neutral
4077,0.0,0.0,0,0,0,negative
6309,-0.296,0.0,0,0,0,neutral
37,0.3987,0.0,0,2,0,positive
4785,0.0,0.1481818181818182,1,0,0,neutral
4703,0.0,0.0,0,1,0,negative
4782,0.0,0.0,0,0,0,neutral
1334,0.8516,0.4125,1,1,0,positive
2194,0.9001,0.2766233766233766,0,0,0,positive
1778,-0.8518,-0.5937499999999999,0,2,0,positive
1700,0.4199,0.0,0,1,0,positive
2681,0.1872,0.5,0,0,0,negative
4681,0.0,0.16,0,0,2,negative
6153,-0.4184,0.0390625,1,2,2,neutral
1743,0.9017,0.890625,0,3,0,positive
3612,-0.903,-0.15,0,0,0,negative
1853,0.8779,0.3,1,0,0,positive
454,-0.1531,0.0,4,0,0,positive
3058,0.5229,0.013888888888888895,3,3,0,negative
683,0.4404,0.17777777777777778,1,0,0,positive
3627,-0.8271,-1.0,0,0,0,negative
237,0.3291,0.3333333333333333,2,0,1,positive
2197,0.8019,0.20124999999999998,2,1,0,positive
6402,0.0,-0.1,1,0,0,neutral
5811,0.0,0.0,1,0,0,neutral
1891,0.2584,0.0,3,0,1,positive
6476,0.0,0.8,0,0,0,neutral
730,0.2481,0.0,4,1,0,positive
2074,0.5707,0.2625,1,1,0,positive
3322,0.4215,-0.10625,0,0,0,negative
4238,0.0,0.0,0,4,1,negative
4315,0.1808,0.25,2,0,0,negative
2756,0.0,0.0,1,1,2,negative
5628,0.5647,0.3125,1,0,0,neutral
4906,0.0,0.0,0,2,1,neutral
5078,0.5423,0.0,0,0,0,neutral
3961,-0.6235,0.0,1,1,0,negative
3562,-0.6249,-1.0,0,0,0,negative
4303,-0.9357,-0.9765625,3,6,0,negative
3749,-0.3182,0.0,2,0,0,negative
4910,0.0,0.0,1,0,0,neutral
2748,-0.4767,-0.75,3,0,0,negative
3675,-0.8316,-0.375,0,0,0,negative
1889,0.4199,0.0,0,1,0,positive
3580,-0.1531,-0.09999999999999996,0,0,0,negative
920,0.855,0.20138888888888892,1,2,0,positive
2429,0.4019,0.1,0,0,0,negative
2923,0.0,-0.2,0,0,0,negative
1814,0.9382,0.46111111111111114,0,0,1,positive
3620,-0.128,0.0,1,0,0,negative
5457,0.504,0.08333333333333333,0,0,0,neutral
4324,0.0,0.13636363636363635,0,0,2,negative
2574,0.2023,0.0,0,0,0,negative
1710,0.5719,0.35,0,0,2,positive
6256,0.0,0.0,0,1,0,neutral
4518,-0.6105,-0.875,3,1,0,negative
2680,-0.743,-0.18181818181818182,1,0,1,negative
5275,-0.4019,0.0,0,0,0,neutral
3375,0.34,-1.0,0,0,2,negative
880,0.7391,0.19166666666666665,0,0,0,positive
23,0.4404,0.39999999999999997,0,0,0,positive
6990,0.3612,0.0,0,0,0,neutral
4442,-0.4939,0.13636363636363635,2,0,0,negative
647,0.34,0.0,0,0,1,positive
2531,0.5994,0.1375,1,0,0,negative
5231,0.4588,0.5,0,0,0,neutral
2939,0.0,0.0,0,0,0,negative
1165,0.5719,0.35,0,0,0,positive
4165,0.0,-0.45,2,0,1,negative
3416,-0.296,0.012121212121212125,2,0,0,negative
6040,0.0,0.0,0,1,1,neutral
4564,0.0,0.0,0,0,1,negative
3212,0.0258,0.0,0,0,1,negative
2288,0.7345,0.375,0,1,0,positive
1820,0.6588,0.9,2,1,1,positive
3525,0.2263,0.0,0,0,0,negative
362,0.3612,0.0,0,0,1,positive
5149,0.6958,0.1125,0,1,0,neutral
5940,0.0,0.0,0,0,0,neutral
3967,0.5951,-1.0,1,4,2,negative
2736,0.0,0.0,0,0,0,negative
4357,-0.69,-0.5,1,1,0,negative
4511,-0.0382,0.0,1,0,0,negative
1258,0.4404,0.2,0,0,0,positive
4585,0.2023,0.0,2,0,0,negative
1008,0.6249,0.8,0,0,0,positive
5338,0.8126,0.34375,0,0,1,neutral
1319,0.6249,0.8,0,0,0,positive
5590,0.0,0.0,1,0,0,neutral
5644,0.4389,-0.016666666666666666,1,1,0,neutral
6101,0.0,0.0,1,0,1,neutral
1375,0.4926,0.25,1,1,0,positive
1185,0.4404,0.2,0,0,0,positive
2778,-0.3182,-0.3,0,0,0,negative
6681,0.3802,0.125,4,1,0,neutral
6195,0.0,0.0,1,0,3,neutral
2345,0.4199,0.0,1,1,0,positive
891,0.0,-0.125,1,0,3,positive
4032,0.25,0.011111111111111118,0,0,0,negative
5922,0.5859,0.0,0,0,0,neutral
2770,0.0,0.0,1,0,0,negative
661,0.4926,0.25,0,1,0,positive
3757,0.6808,0.0,2,0,0,negative
3179,-0.34,-0.6666666666666666,1,0,0,negative
801,0.9094,1.0,10,6,0,positive
1554,0.8427,0.18,0,0,2,positive
2526,-0.1759,-0.038888888888888896,1,1,0,negative
6386,0.0,0.0,0,0,0,neutral
5871,0.0,0.13636363636363635,0,0,0,neutral
1227,0.6249,0.8,0,0,0,positive
2682,0.3695,0.35,0,0,0,negative
3480,0.0,0.13636363636363635,0,0,1,negative
4776,0.3716,0.8,1,0,1,neutral
3355,0.5106,0.0,0,0,0,negative
2738,0.2168,0.5,0,0,1,negative
5387,0.0,0.2681818181818182,1,0,0,neutral
5432,0.3818,0.0,0,0,0,neutral
2418,-0.4023,0.2375,2,0,0,negative
3752,0.3612,0.2,0,0,1,negative
6008,0.4019,0.0,2,0,0,neutral
5094,0.7783,1.0,0,0,0,neutral
2509,0.0,0.0,1,0,0,negative
388,0.6597,0.0625,0,0,1,positive
3361,0.1779,0.0,1,0,1,negative
4922,0.7263,1.0,0,1,1,neutral
1817,0.7959,0.4,0,1,0,positive
4281,-0.0772,0.1,0,0,0,negative
1857,0.4199,0.0,0,1,0,positive
6370,0.4912,0.2,0,2,1,neutral
4997,0.0,0.0,2,0,0,neutral
5093,0.0,0.0,1,0,0,neutral
1845,0.5399,0.3125,0,2,0,positive
1108,0.9259,0.4366666666666667,1,1,0,positive
4142,-0.3595,0.0,3,1,0,negative
4260,0.5994,-0.09047619047619049,1,0,0,negative
5293,0.0,0.0,0,0,0,neutral
1858,0.6249,0.5,0,0,0,positive
1051,0.3802,0.0,0,1,2,positive
4435,-0.6767,-0.07500000000000001,1,0,0,negative
894,0.6199,0.23981481481481481,0,0,0,positive
3835,0.2743,0.39999999999999997,1,0,1,negative
1525,0.0,0.0,0,1,0,positive
2823,-0.2263,0.0,1,0,0,negative
7077,-0.25,0.0,0,0,0,neutral
5703,0.7227,0.0,0,0,0,neutral
2591,0.0,-0.3333333333333333,0,0,1,negative
6521,0.6696,0.625,0,1,0,neutral
5696,-0.4098,0.0,2,0,0,neutral
1609,0.9712,0.51875,1,3,0,positive
3175,-0.0258,-0.4,2,0,0,negative
2250,0.6239,0.7500000000000001,2,1,0,positive
2032,0.0,0.0,0,1,0,positive
3647,0.0,0.0,1,0,0,negative
5206,0.4404,0.0,1,0,0,neutral
6190,0.4926,0.25,1,1,0,neutral
2001,0.8481,0.8,1,0,0,positive
3027,0.6597,0.0,0,0,3,negative
1420,0.4404,0.18333333333333335,2,0,0,positive
3862,0.0,0.0,1,0,0,negative
2792,0.0,0.0,0,0,0,negative
2120,0.69,0.875,0,1,0,positive
1691,0.4199,0.0,0,1,0,positive
5499,0.5719,0.11111111111111109,0,0,0,neutral
4334,0.4574,0.047619047619047616,4,1,0,negative
6739,0.5399,0.25,1,2,0,neutral
2627,-0.0772,-0.375,1,0,0,negative
2942,-0.5574,-0.2,0,0,0,negative
2064,0.4738,0.0,0,2,0,positive
2668,0.1027,0.0,3,0,0,negative
3769,-0.3182,-0.2,2,0,0,negative
6184,0.0,0.0,2,0,0,neutral
3110,-0.4939,-0.2,0,0,2,negative
3629,0.0,0.041666666666666664,0,1,0,negative
4501,0.5994,-0.075,1,0,0,negative
5930,0.6369,0.39999999999999997,0,0,0,neutral
108,0.6988,0.3790178571428572,0,2,0,positive
6095,0.6139,0.26666666666666666,1,0,0,neutral
689,0.7067,1.0,3,6,0,positive
1493,0.4926,0.125,0,1,0,positive
685,0.8555,1.0,0,0,1,positive
5136,0.3612,0.0,1,0,0,neutral
220,0.5994,0.39999999999999997,0,0,2,positive
3767,-0.4874,0.02857142857142857,0,0,0,negative
1444,0.7574,0.5681818181818181,2,1,0,positive
2928,0.3291,-0.375,0,0,2,negative
3829,-0.25,0.0,0,0,0,negative
2630,-0.0772,-0.125,0,0,0,negative
5186,0.7845,0.0,1,0,0,neutral
1034,0.3612,0.0,1,0,0,positive
4770,0.296,0.125,0,0,3,neutral
6754,-0.128,0.13636363636363635,1,0,0,neutral
2380,-0.2411,0.0,0,0,0,negative
5937,0.3612,0.0,2,0,0,neutral
1671,0.6369,0.0,0,0,0,positive
2819,0.5229,1.0,1,3,0,negative
5513,0.0,0.125,2,0,0,neutral
2924,0.0,0.0,0,0,0,negative
6176,-0.25,0.0,0,0,0,neutral
5989,0.3802,0.0,0,1,0,neutral
757,0.8356,0.40069444444444446,0,1,0,positive
1973,0.4404,0.2,0,0,0,positive
5534,0.0,0.0,0,0,0,neutral
815,0.9191,0.75,0,1,0,positive
4361,0.0,0.0,2,2,0,negative
2740,-0.5859,0.0,0,0,0,negative
607,0.9052,0.25,0,0,0,positive
3277,0.0,-0.3,0,0,0,negative
2875,0.0,-0.3,0,0,0,negative
6412,0.4404,0.2,1,0,0,neutral
529,0.4404,0.2,0,0,0,positive
6508,0.0772,0.0,3,0,0,neutral
1923,0.4404,0.49523809523809526,0,0,0,positive
6799,0.4574,0.0,1,1,0,neutral
5245,0.0,0.25,0,0,0,neutral
2673,0.3612,-0.05,0,0,2,negative
2898,0.4939,0.0,1,0,0,negative
4067,-0.1139,-0.75,4,0,0,negative
4544,-0.4588,-0.3,2,0,0,negative
6100,0.0,0.0,1,0,0,neutral
1913,0.8433,0.890625,0,2,0,positive
1718,0.1298,0.2,0,0,1,positive
6571,0.6652,0.4291666666666667,1,1,0,neutral
569,0.4173,0.3,1,0,1,positive
5353,0.1531,0.0,1,0,0,neutral
751,0.0,0.0,0,0,1,positive
3168,-0.7579,0.0,1,0,0,negative
5236,0.4767,0.0,0,0,0,neutral
2804,-0.1027,-1.0,1,0,0,negative
3328,-0.6103,0.0,0,2,1,negative
3046,-0.4019,0.0,1,0,0,negative
4538,0.0,-0.4583333333333333,1,1,1,negative
4378,0.7184,0.0,0,0,1,negative
3836,-0.4019,-0.13333333333333328,0,0,0,negative
5425,0.0,0.0,0,0,1,neutral
5089,0.3182,0.03333333333333333,0,0,0,neutral
6116,-0.3527,0.0,0,0,0,neutral
2755,0.3612,0.3375,2,0,0,negative
4337,-0.7579,-0.25,1,0,1,negative
373,0.784,1.0,0,1,0,positive
2816,-0.4767,-1.0,0,0,0,negative
3950,0.5423,0.35,1,0,0,negative
245,0.806,0.30000000000000004,12,0,0,positive
1612,0.7339,0.27499999999999997,0,2,0,positive
721,0.5654,0.6604166666666667,0,2,0,positive
2642,-0.5106,-0.0625,1,0,0,negative
4493,0.0,0.0,0,1,0,negative
1408,0.3612,0.26,1,0,0,positive
1541,0.7003,0.2,2,0,0,positive
626,0.9151,0.5375,0,1,0,positive
2635,-0.2263,0.0,1,0,0,negative
5142,0.3818,0.10000000000000002,2,0,0,neutral
1754,0.3612,0.0,1,0,0,positive
1804,0.5859,0.6000000000000001,0,0,0,positive
133,0.7845,0.6666666666666666,0,0,0,positive
732,0.0,0.0,4,7,1,positive
5542,-0.296,-0.05,3,0,0,neutral
6615,0.3802,0.0,0,1,0,neutral
6981,0.0,0.0,1,0,1,neutral
1484,0.4215,0.6333333333333334,1,0,1,positive
3654,-0.3818,0.0,0,0,0,negative
6042,0.8122,0.0,1,1,1,neutral
3657,0.0,0.0,0,0,1,negative
536,0.6369,0.4,0,0,0,positive
6021,0.6369,0.0,1,0,0,neutral
6763,0.0,0.0,2,0,0,neutral
2189,0.7254,0.225,0,0,0,positive
4339,0.3182,0.0,1,0,1,negative
3454,0.0,0.0,0,0,0,negative
6165,0.5106,0.0,0,0,0,neutral
7058,0.0,0.0,2,0,0,neutral
798,0.4738,0.40625,0,2,0,positive
1060,0.4754,0.43333333333333335,2,0,0,positive
6417,0.296,0.25,0,0,0,neutral
6210,0.0,-0.25,0,0,0,neutral
1318,0.7717,0.6,0,0,0,positive
1413,0.7088,0.10000000000000002,1,1,0,positive
4414,0.25,0.0,1,0,0,negative
5346,0.296,0.0,0,0,0,neutral
5502,-0.128,0.0,1,0,1,neutral
4500,0.3612,-0.125,1,0,0,negative
3664,-0.3544,-0.375,0,4,0,negative
2355,0.5848,-0.056249999999999994,0,1,0,positive
1758,0.4344,0.5,1,0,0,positive
1734,0.7579,0.21428571428571427,3,0,0,positive
4788,0.0,0.0,0,2,0,neutral
1252,0.3182,0.0,8,0,0,positive
5265,0.0,0.0,0,0,0,neutral
6811,0.0,0.0,0,1,0,neutral
2139,0.6588,1.0,0,1,1,positive
5841,0.4215,0.06666666666666665,0,0,0,neutral
3379,-0.3182,-0.35,0,0,1,negative
4477,-0.7251,0.0,0,0,0,negative
4072,0.2411,0.0,0,0,0,negative
4709,0.4404,0.30208333333333337,2,0,1,negative
5051,0.4245,0.625,1,2,0,neutral
5699,0.0,0.0,1,0,1,neutral
5812,0.4215,0.1,1,0,0,neutral
1943,0.5719,0.46458333333333335,0,2,1,positive
177,0.9001,0.54,0,0,0,positive
3748,0.8176,0.225,0,0,2,negative
596,0.4574,0.0,2,1,0,positive
4033,0.0,-0.125,0,0,0,negative
2046,0.6249,0.5681818181818181,0,0,0,positive
4166,0.2942,0.03333333333333333,0,1,0,negative
5850,0.6114,-0.033333333333333326,0,1,0,neutral
2504,0.128,0.10000000000000002,3,0,0,negative
446,0.8122,0.6,0,1,0,positive
1132,0.4404,0.2,0,0,0,positive
1783,0.6369,1.0,1,0,3,positive
3766,0.0,0.0,0,0,2,negative
2684,0.7088,0.25,0,1,0,negative
3364,-0.3089,0.05,0,0,1,negative
2081,0.4404,0.2,1,0,0,positive
3255,-0.296,0.0,1,0,0,negative
51,0.3612,0.0,0,0,0,positive
4353,-0.296,0.25,3,0,0,negative
1171,0.5707,0.0,0,1,0,positive
4955,0.0,0.0,0,0,0,neutral
1729,0.7809,0.15462962962962962,1,1,2,positive
2310,0.4588,0.26666666666666666,0,0,1,positive
5715,0.7845,0.7000000000000001,1,0,0,neutral
4486,0.0,0.6,0,0,0,negative
5765,-0.0772,-0.5,0,0,0,neutral
4610,0.6705,0.25,1,0,0,negative
6663,0.0,0.25,1,0,0,neutral
271,0.8439,0.75,0,1,0,positive
3893,0.1154,0.3,0,0,0,negative
3385,0.7263,0.12187500000000001,0,1,0,negative
6769,0.0,0.0,0,0,0,neutral
969,0.0,0.5,0,0,0,positive
3613,-0.4782,0.7,0,0,0,negative
987,0.5983,0.7333333333333333,0,1,0,positive
6963,0.5411,0.2,0,1,0,neutral
5235,-0.1027,0.0,0,0,0,neutral
758,0.9284,0.6833333333333332,0,3,4,positive
5477,0.4404,0.2,0,0,0,neutral
2703,-0.296,-0.06818181818181818,0,0,0,negative
3412,-0.296,0.0,0,0,1,negative
5809,0.0,0.0,1,0,0,neutral
5389,-0.25,0.07500000000000001,1,0,0,neutral
3793,-0.1695,0.5,0,0,0,negative
1523,0.5859,0.1,0,0,0,positive
3276,0.1027,0.16666666666666666,1,0,0,negative
2258,0.4404,0.2,0,0,0,positive
3349,-0.3595,0.0,4,1,0,negative
2167,0.5719,0.0,0,0,0,positive
2848,0.8061,0.39999999999999997,1,0,0,negative
2341,0.75,0.26875,0,1,1,positive
2321,0.7184,0.05833333333333333,0,0,0,positive
2614,0.0,0.0,0,0,0,negative
827,0.8555,0.312987012987013,1,0,0,positive
1074,0.8402,0.0,0,0,1,positive
